serialNum,search_url,url,name_eng,name,genres,length,year,imdb_score,downloads,producer,actors
44506,http://www.torec.net/movies_subs.asp?p=2,http://www.torec.net/sub.asp?sub_id=44506,Belle & Sebastian,בל וסבסטיאן,הרפתקאות;משפחה,104,2013,6.8,241,,
44504,http://www.torec.net/movies_subs.asp?p=2,http://www.torec.net/sub.asp?sub_id=44504,Knight Of Cups,אביר הגביעים,דרמה;רומנטיקה,118,2015,5.8,290,,
44154,http://www.torec.net/movies_subs.asp?p=8,http://www.torec.net/sub.asp?sub_id=44154,The Jungle Book,ספר הג'ונגל,דרמה;הרפתקאות;פנטזיה;ילדים,95,2016,8,"7,426",ג'ון פאברו,ביל מארי;סקרלט ג'והנסון;כריסטופר ווקן;בן קינגסלי;אידריס אלבה;אלן טראוטמן;שרה ארינגטון
44477,http://www.torec.net/movies_subs.asp?p=3,http://www.torec.net/sub.asp?sub_id=44477,My Big Fat Greek Wedding 2,החתונה היוונית שלי 2,קומדיה,94,2016,6.2,"1,958",קירק ג'ונס,ניה ורדלוס;מייקל קונסטנטין;ג'ון קורבט;לייני קאזאן;ג'ואי פאטון;ג'יין איסטווד;אנדרה מרטין
828,http://www.torec.net/movies_subs.asp?p=7,http://www.torec.net/sub.asp?sub_id=828,The Princess Bride,הנסיכה הקסומה,פנטזיה,98,1987,8.2,"7,720",רוב ריינר,קרי אלווס;רובין רייט;מנדי פטנקין
44029,http://www.torec.net/movies_subs.asp?p=9,http://www.torec.net/sub.asp?sub_id=44029,The Invitation,ההזמנה,אימה;מתח,100,2016,6.8,"1,258",,לוגאן מרשל-גרין
44057,http://www.torec.net/movies_subs.asp?p=9,http://www.torec.net/sub.asp?sub_id=44057,Backtrack,באק-טראק,דרמה;מיסתורין;מתח,90,2015,5.9,961,,אדריאן ברודי;סם ניל;רובין מק'ליבי;ברוס ספנס
44074,http://www.torec.net/movies_subs.asp?p=9,http://www.torec.net/sub.asp?sub_id=44074,The Trust,האמון,מתח;פשע,93,2016,5.5,"2,562",,ניקולס קייג';אלייג'ה ווד;איתן סופלי;ג'רי לואיס;סטיבן ויליאמס;סקיי פררה;קווין וייזמן
43894,http://www.torec.net/movies_subs.asp?p=9,http://www.torec.net/sub.asp?sub_id=43894,The Survivalist,השורד,דרמה;מדע בדיוני;מתח,104,2015,6.4,"1,738",סטיבן פינג'לנטון,מיה גוט;מרטין מק'קאן;אנדרו סימפסון
44070,http://www.torec.net/movies_subs.asp?p=9,http://www.torec.net/sub.asp?sub_id=44070,Daddys Home,גבר גבר,קומדיה,96,2015,6.2,"4,763",שון אנדרס,וויל פארל;מארק וולנברג;לינדה קרדליני;תומאס היידן צ'רץ;בובי קנאבלי
43714,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43714,Remember,זכור,דרמה;מתח,95,2015,7.2,"1,399",,כריסטופר פלאמר;דין נוריס;מרטין לנדאו;נטלי קריל
43487,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43487,In The Heart Of The Sea,בלב ים,דרמה;היסטוריה;הרפתקאות;פעולה,120,2015,7,"10,686",רון האוורד,קיליאן מרפי;ברנדן גליסון;ג'יימי סיבס;בן ווישאו;בנג'מין ווקר;גארי בייאידל;דונלד סאמפטר
43724,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43724,The Dressmaker,המלבישה,דרמה,118,2015,7.4,"6,745",ג'וסלין מורהאוס,הוגו וייבינג;קייט ווינסלט;קרוליין גודאל;גו'די דיוויס;שיין בורן;גייטון גרנטלי;אליסון וויט
43529,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43529,Solace,נחמה,דרמה;מיסתורין;מתח,101,2015,6.4,"5,849",,אנתוני הופקינס;ג'פרי דין מורגן;אבי קורניש;קולין פארל
43530,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43530,Legend,אגדת האחים קריי,ביוגרפיה;מתח;פשע,131,2015,7.1,"7,825",בריאן הלגלנד,קולין מורגן;טארון אגרטון;פהיליף מיקלבוסט;ג'ונאט'ון נאל;צ'אז פאלמינטרי;מייל ראידו;דיוויד ת'ווליס
43490,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43490,Trumbo,טרמבו,ביוגרפיה;דרמה,124,2015,7.5,"2,840",ג'יי רוץ,אלן טודיק;סטאפן רוט;דיאן ליין;ג'ון גודמן;אדוול אקינו-אגבז';רוג'ר בארט;מייקל סטלברג
43637,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43637,Macbeth,מקבת',דרמה,113,2015,7.1,"1,812",ג'סטין קורזאל,מייקל פאסבנדר;מריון קוטיאר;פאדי קונסידין;דיוויד ת'ווליס;שון האריס
43531,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43531,Spotlight,ספוטלייט,ביוגרפיה;דרמה;היסטוריה;מתח,128,2015,8.3,"17,071",טום מקארת'י,בילי קרודופ;ליב שרייבר;סטנלי טוצ'י;מארק רופאלו;מייקל קיטון;לן קאריו;ג'ון סלאטרי
43430,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43430,Creed,קריד,דרמה;ספורט,132,2015,8.5,"25,791",ריאן קוגלר,ראשאם ווטסון;מייקל בי ג'ורדן;סילבסטר סטאלון;ווד האריס;טסה תומסון;קלייר ברונסון;גרהאם מק'טאביש
43348,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43348,American Ultra,אמריקן אולטרה,פעולה;קומדיה,95,2015,6.1,"7,422",נימה נווריזדה,ג'סי אייזנברג;קריסטן סטיוארט;טופר גרייס;קוני בריטון;וולטון גוגינס;ג'ון לגוויזמו;ביל פולמן אי
43675,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43675,By The Sea,ליד הים,דרמה;רומנטיקה,122,2015,5.2,884,אנג'לינה ג'ולי,נילס ארסטרוף;בראד פיט;אנג'לינה ג'ולי;מלוויל פופאד;ריצ'ארד בורינגר;אנה קאצ'יה
43492,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43492,Zero Tolerance,אפס סובלנות,מתח;פעולה;פשע,89,2015,4.4,914,ויך קאוסיאנגיה,דוסטין נגוין אי;סקוט אטקינס;סהג'ט בונתנאקיט;גארי דניאלס;פריני אינטצ'אי;קיין קוסוגי;רון סמונבורג
43493,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43493,Close Range,טווח קצר,פעולה;פשע,80,2015,5,"3,041",,סקוט אדקינס;ניק צ'ינלונד;קאטלין קיטס
43504,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43504,A Brave Heart The Lizzie Velasquez Story,לב אמיץ: סיפורה של ליזי ולאסקז,דוקומנטרי;משפחה,78,2015,7.1,399,שרה הירש בורדו,
43516,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43516,73rd Golden Globe Awards,טקס פרסי גלובוס הזהב ה-73,דרמה;קומדיה,130,2016,7.1,296,,ריקי ג'רווייס
43505,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43505,Jeff Dunham Unhinged In Hollywood,ג'ף דאנהם: מטורלל בהוליווד,קומדיה,72,2015,6.2,480,,ג'ף דאנהם
43517,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43517,Listen To Me Marlon,תקשיב לי מרלון,ביוגרפיה;דוקומנטרי,103,2015,8.2,393,,
43428,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43428,Life,לייף,ביוגרפיה;דרמה,111,2015,6.2,300,,רוברט פטינסון;דיין דיהן
43506,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43506,The Diary of a Teenage Girl,יומן של מתבגרת,דרמה;רומנטיקה,102,2015,7,830,,
43380,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43380,Bridge Of Spies,גשר המרגלים,דרמה;מתח,141,2015,8,"24,038",סטיבן שפילברג,טום הנקס;אלן אלדה;סבסטיאן קוך;מארק ריילנס;אמי ריאן;ג'יימס לורינץ;סטפן קונקן
43518,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43518,Black Mass,חוקי הפשע,דרמה;פשע,122,2015,7.1,"7,059",סקוט קופר,וויליאם אמברוס קנדי;דמיאן די פאולה;ג'אי ג'יאנוני;בראד קרטר;מרי קלוג;לוויס ד והילר;קווין בייקון
334,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=334,King Solomon's Mines,מכרות המלך שלמה,הרפתקאות,173,2004,5.8,756,סטיב בויום,פטריק סווייזי;אליסון דודי;רוי מרסדן;ג'ון סטנדינג
43429,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43429,Sicario,סיקאריו,דרמה;מיסתורין;מתח;פשע,121,2015,8,"25,287",דניס וילנב,ג'וליו סדילו;ג'וש ברולין;בניסיו דל טורו;ג'פרי דונובן;אמילי בלאנט;ג'ון ברנטל;דילן קנין
43528,http://www.torec.net/movies_subs.asp?p=18,http://www.torec.net/sub.asp?sub_id=43528,Goosebumps,צמרמורת,אימה;הרפתקאות;קומדיה,103,2015,6.5,"4,008",רוב לטרמן,קייט ארתור בולדן;אמנד לונד;קרן סוני;קומאיל ננג'יאני;א רוג'ר מיטשל;ג'ק בלאק;ג'ייסון דייויס
43450,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43450,Bone Tomahawk,טומהוק העצמות,מערבון;אימה;הרפתקאות,132,2015,7.1,"2,864",,קורט ראסל;לילי סימונס;פטריק ווילסון;ריצ'רד ג'נקינס
43439,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43439,Mistress America,גברות באמריקה,קומדיה,84,2015,7,"1,820",,גרטה גרוויג;לולה קירק;סת' בריש;מייקל צ'רנוס
43445,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43445,The Visit,הביקור,אימה;קומדיה,94,2015,6.3,"2,581",מ נייט שאמאלאן,קתרין האן;פיטר מק'רובי;בריאן גילדה;ריצ'ארד ברלוו;שאון גונזלז;ג'ון דווגלס ראיני;אד אוקסנבוולד
43452,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43452,A Walk In The Woods,דרך ארוכה,דרמה;הרפתקאות;קומדיה,104,2015,6.4,"3,094",קן קואפיס,ר קית' האריס;קאי שמול;רוברט רדפורד;מרי סטרינבורגן;ניק נולטי;אמה תומפסון;ניק אופרמן
43462,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43462,Careful What You Wish For,היזהר ממה שאתה מבקש,מתח,91,2015,5.5,"2,381",אליזבת' אלן רוזנבאום,קנדיס מק'קלור;פול סורבינו;דרמוט מלרוני;מרק מקוליי;ניק ג'ונאס;איזבל לוקאס;קווין ג' או'קונור איי
43465,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43465,Time Out Of Mind,מחוץ לזמן,דרמה,120,2014,5.7,"2,375",אורן מוברמן,ריצ'רד גיר;ג'נה מאלון;תום בישופ;יול וזקאוז;טונייה פטאנו;מירנדה ביילי;ג'רמי סטרונג
43467,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43467,Pan,פן,הרפתקאות;משפחה;פנטזיה,111,2015,5.9,"6,082",ג'ו רייט,יו ג'קמן;קטי בורק;גארט הדלונד;פול קאיי;ספנסר וילדינג;אמנדה סייפריד;ג'ימי וי
43491,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43491,Straight Outta Compton,הישר מרחובות קומפטון,ביוגרפיה;דרמה;מוזיקלי,147,2015,8.1,"16,252",,
43489,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43489,Hotel Transylvania 2,מפלצת של מלון 2,אנימציה;משפחה;קומדיה,89,2015,6.8,"4,625",גנדי טטובסקי,אדם סנדלר;סטיב בושמי;קריס קטן;מל ברוקס;דיוויד ספייד;קווין ג'יימס;פראן דרשר
43464,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43464,Sleeping With Other People,לשכב עם אחרים,קומדיה,95,2015,6.5,"8,322",לסלי האדלנד,מרגרט אודט;אמנדה פיט;נטשה ליון;מארק בלוקס;אדם סקוט;קנדיס קוק;ג'ורדן קרלוס
43468,http://www.torec.net/movies_subs.asp?p=19,http://www.torec.net/sub.asp?sub_id=43468,Youth,נעורים,דרמה,124,2015,7.5,"5,989",פאולו סורנטינו,מייקל קיין;הארווי קייטל;רייצ'ל ווייז;פול דנו;ג'יין פונדה;מארק קוצלק אי;רוברט סיט'אלר
43366,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43366,Who Am I,מי אני,מתח,102,2014,7.6,"1,239",,
43367,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43367,The Man From U.N.C.L.E.,שם קוד מ.ל.א.ך,הרפתקאות;פעולה;קומדיה,116,2015,7.4,"14,074",גאי ריצ'י,יו גרנט;פרנצ'סקו דה ויטו;כריסטיאן ברקל;הנרי קאוויל;ארמי האמר;מישה קוזניצוב;פהיליף הווורד
43368,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43368,Trainwreck,אסון מהלך,קומדיה,122,2015,6.5,"8,465",ג'אד אפאטו,קולין קווין;דווין פברי;קרלה אוודין;איימי שומר;ג'וש סגרה;ריאן פראל;רוברט א תורס
43397,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43397,Honour,כבוד,מתח,104,2014,5.9,345,,
43358,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43358,Sinister 2,רוח זדונית 2,אימה,97,2015,5.4,"2,075",קירין פוי,שאנון סוסמון;לי קוקו;ג'יימס רנסון;הווי ג'ונסון;תייט אלינגטון;אדוורד בילוו;רוברט פינלאיסון איי
43384,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43384,The Transporter Refueled,טרנספורטר: סכנה מיידית,מתח;פעולה;פשע,96,2015,5,"7,484",קמיל דלמר,אד סקרין;לואן שאבאנול;לן קודרביצקי;תטיאנה פג'קוביץ';רדיבוג'ה בוקביק;ראי סטיבנסון;כדריץ' צ'אבלם
43379,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43379,Operator,מוקד חירום,מתח;פעולה,88,2015,4.3,808,,מישה ברטון;לוק גוס
43398,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43398,Momentum,מומנטום,מתח;פעולה,96,2015,5.5,"4,371",סטפן ס קמפיינלי,אולגה קורילנקו;מורגן פרימן;קולין מוס;שאלי ניקול;גרג קריאק;הלומלה דנדלה;קינגסלי פארסון
42811,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=42811,Turbo Kid,טורבו קיד,הרפתקאות;פעולה,93,2015,6.9,"1,866",,מונרו צ'אמברס;מייקל איירונסייד;אדווין וריפט
43047,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43047,Everest,אוורסט,דרמה;הרפתקאות;מתח,150,2015,7.4,"34,110",בלתזר קורמקור,ג'וש ברולין;ג'ון הוקס;מרטין הנדרסון;קירה נייטלי;ג'ייק ג'ילנהול;אמילי ווטסון;רובין רייט
43427,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43427,Gutshot Straight,מכה בבטן הרכה,מתח,85,2014,3.9,412,,סטיבן סיגל;אנ'לין מק'קורד;טד לוין;סטיבן לאנג;ויני ג'ונס
43392,http://www.torec.net/movies_subs.asp?p=20,http://www.torec.net/sub.asp?sub_id=43392,The Walk,על חבל דק,דרמה,100,2015,7.6,"7,928",רוברט זמקיס,בן קינגסלי;ג'וזף גורדון לוויט;ג'יימס באדג' דייל;מלאנטה בלקטורן;ג'יסון בליקר;בן שוורץ;מארק קאמאקו
43627,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43627,The Danish Girl,הנערה הדנית,ביוגרפיה;דרמה,120,2015,6.9,"3,519",טום הופר,אדי רדמיין;אלישיה ויקנדר;בן ווישאו;סבסטיאן קוך;אמבר הרד;מתיאס שואנארטס;אדריאן סצ'ילר
43592,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43592,Room,חדר,דרמה,118,2015,8.3,"14,612",לני אברמסון,וויליאם ה מייסי;ג'ואן אלן;ברי לרסון;קאס אנבר;רנדל אדווארדס;מייגן פארק;שאנטל צ'ונג
43680,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43680,Experimenter,הניסוי,ביוגרפיה;דרמה;היסטוריה,98,2015,6.6,"1,188",מייקל אלמרידה,פיטר סארסגארד;וינונה ריידר;ג'ון לגוויזמו;טיירן מנינג;אנטון ילצ'ין;דניס הייסברט;ג'ים גפיגן
43687,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43687,Noble,נובל,ביוגרפיה;דרמה,100,2014,6.7,"1,662",סטפן ברדלי,ליאם קנינגהם;אווה בירסיטל
43476,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43476,Carol,קרול,דרמה;רומנטיקה,118,2015,7.6,"4,760",טוד היימס,קייט בלאנשט;רוני מארה;שרה פולסון;קיל צ'אנדלר אי;ג'ייק לסי;קורי מיצ'אל סמית';ג'ון מגרו
43559,http://www.torec.net/movies_subs.asp?p=16,http://www.torec.net/sub.asp?sub_id=43559,Brooklyn,ברוקלין,דרמה;קומדיה;רומנטיקה,111,2015,7.7,"8,600",ג'ון קראולי,סירשה רונאן;דומנל גליסון;מייקל זג'ן;ג'ים ברודבנט;אמילי בט ריקרדס;פולינו נונס;נורה-ג'יין נון
43543,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43543,Marshland (La Isla Minima),אזור הביצות,פשע;מתח;זר (ספרדית),105,2014,7.4,"1,148",,חוויאר גוטיירס;ראול ארבלו;ג'סוס קסטרו;אנטוניו דה לה טורה
43408,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43408,The Keeping Room,חדר המסתור,דרמה,95,2015,6.1,"5,535",,בריט מרלינג;סם וורת'ינגטון;היילי סטיינפלד
43254,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43254,Spectre,ספקטר,הרפתקאות;פעולה;פשע,150,2015,7.2,"51,143",סם מנדס,דניאל קרייג;רייף פיינס;נעמי האריס;מוניקה בלוצ'י;ג'ספר קריסטנסן;בן ווישאו;כריסטוף וולץ
43558,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43558,Not Suitable For Children,לא מתאים לילדים,קומדיה;רומנטיקה,92,2012,5.8,244,פיטר תמפלמן אי,ריאן קוונטן;קייטי וול;אליס פרקינסון;בוג'אנה נובקוביק;קלייר בוואן
43486,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43486,Suffragette,סופרג'יסטיות,דרמה,106,2015,6.9,"1,802",שרה גברון,ג'וף בל;אן-מארי דאף;הלנה בונהם קרטר;מריל סטריפ;ברנדן גליסון;רומולה גאריי;קארי מאליגן
43415,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43415,Criminal Activities,הקרימינלים,דרמה;מתח;פשע,94,2015,5.8,"8,498",ג'קי ארל האלי,מייקל פיט;ג'ון טרבולטה;בובי ק קינג;רוב בראון;ג'קי ארל האלי;אדי גאטהאגי;ליסה קטרה
43563,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43563,The Program,התכנית,ביוגרפיה;דרמה;ספורט,104,2015,6.5,"1,555",סטפן פרירס,ג'ד רוט'-רוונד;שאליה קנדי;דסטין הופמן;גילום קאנט;בן פוסטר;כריס לרקין;בריאן גרינברג
43564,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43564,The Last Witch Hunter,צייד המכשפות האחרון,הרפתקאות;פנטזיה;פעולה,106,2015,6,"11,057",ברק איזנר,וין דיזל;אלייז'ה ווד;אולפור דרי אולפסון;רנה אוון;מייקל הלסי;ענבר לביא;מייקל קיין
43566,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43566,45 Years,45 שנים,דרמה;רומנטיקה,95,2015,7.3,"1,691",אנדרו הייגה,שרלוט רמפלינג;טום קורטניי
10367,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=10367,Ratatouille,רטטוי,אנימציה;משפחה;קומדיה,110,2007,8.2,"26,431","בראד בירד , יאן פינקבה",פאטון אוסוולט;אדם סקוט;בריאן דנהי;ג'נין גארופאלו;בראד גארט;איאן הולם
43571,http://www.torec.net/movies_subs.asp?p=17,http://www.torec.net/sub.asp?sub_id=43571,The 33,33 כנגד כל הסיכויים,דרמה,120,2015,7,"3,021",פטרישיה רייגן,ג'אקוב וורגז;ג'ולייט בינוש;אנטוניו בנדרס;ג'יימס ברולין;בוב גאנטון;לו דיאמונד פיליפס;רודריגו סאנטורו
5497,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=5497,Shark Tale,תפוס ת'כריש,קומדיה;אנימציה,90,2004,5.9,"1,228","ביבו ברגרון, ויקי ג'נסון",וויל סמית';רוברט דנירו;ג'ק בלאק;אנג'לינה ג'ולי;רנה זלווגר;מרטין סקורסזה
43795,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=43795,Alvin And The Chipmunks: The Road Chip,אלווין והצ'יפמאנקס 4: דרך הצ'יפ,אנימציה;הרפתקאות;משפחה;פנטזיה;קומדיה,86,2015,4.3,"2,009",וולט בקר,מתיו גריי גובלר
43796,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=43796,The Night Before,הלילה שלפני,קומדיה,101,2015,6.7,"4,775",ג'ונתן לווין,ג'וזף גורדון לוויט;מייקל שאנון;לוריין טוסיינט;אנתוני מקי;סת' רוגן;ליזי קפלן;קנייה ווסט
25642,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=25642,Tangled,פלונטר,אנימציה;מוסיקלי;משפחה;קומדיה,101,2010,8.3,"9,852","ניית'ן גרנו, ביירון האוורד",מנדי מור;זאקרי לוי;דונה מרפי;רון פרלמן;ג'פרי טאמבור;בראד גארט
35617,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=35617,Tarzan,טרזן,אנימציה;משפחה,100,2013,4.6,"3,775",ריינהארד קלוס,קלן לוץ;מארק דקלין;רוברט קפרון;תרוור סט ג'ון;בריאן הוסקי;ולסטו פייץ'
1672,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=1672,Valiant,פגוש את היונים,קומדיה;אנימציה,109,2005,5.6,856,אנימציה - קומדיה - הרפתקאות,איאן;מקגרגור;ריקי גרוויס;טים קורי
5735,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=5735,The Emperor's New Groove,הקיסר נפל על הראש,אנימציה;הרפתקאות;פנטזיה;קומדיה;ילדים,78,2000,7.4,"1,611",מייק דינדל,דייוויד ספייד;ג'ון גודמן;ארתה קיט;פטריק ורבורטון;וונדי מאליק;סטיבן ג'יי אנדרסון;בוב ברגן;טום ג'ונס
37245,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=37245,The House Of Magic,קסם של בית,אנימציה;הרפתקאות;משפחה,85,2013,6.4,986,,
14927,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=14927,Wall-E,וול-E,אנימציה;מדע בדיוני;משפחה;קומדיה;רומנטיקה,98,2008,8.6,"19,575",אנדרו סטאנטון,סיגורני וויבר;ג'ון רטזנברגר;קטי נג'ימי;פרד ויליארד;ג'ף גרלין;פול איידינג;בן בורט
43808,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=43808,The Midwife,המיילדת,דרמה;מלחמה;רומנטיקה,119,2015,6,643,,
43727,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43727,Elephant Song,המלכודת,דרמה,110,2014,6.5,505,צ'ארלס בינם,ברוס גרינווד;קסבייה דולן;קתרין קינר;קרי אן-מוס;קולם פאור;קינדי סאמפסון
43458,http://www.torec.net/movies_subs.asp?p=13,http://www.torec.net/sub.asp?sub_id=43458,The Hateful Eight,שמונת השנואים,מערבון;פעולה,182,2015,8.2,"23,506",קוונטין טרנטינו,קורט ראסל;סמואל ל ג'קסון;ברוס דרן;טים רות';ג'ניפר ג'ייסון ליי;מייקל מדסן;וולטון גוגינס
43738,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43738,Adele At The BBC,אדל בהופעה חיה,In English: Adele At The BBC,95,2015,8.6,401,סימון סטאפורת',גרהאם נורטון
43741,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43741,Victor Frankenstein,ויקטור פרנקנשטיין,אימה;דרמה,110,2015,6.1,"2,889",פול מקגויגן,אליסטאיר פטרי;צ'ארלס דאנס;דניאל רדקליף;דניאל מייז;ג'יימס מקאבוי;מארק גאטיס;ספנסר וילדינג
43739,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43739,The Peanuts Movie,סנופי וצ'ארלי בראון: פינאטס הסרט,אנימציה;הרפתקאות;משפחה;קומדיה,88,2015,7.3,"1,051",סטיב מרטינו,ביל מלנדז;נוה ג'ונסטון אי
43740,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43740,Diablo,דיאבלו,הרפתקאות;מתח;פעולה,90,2015,4.6,"1,001",,סקוט איסטווד;וולטון גוגינס;קמילה בל
15060,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=15060,Knock Off,חיסול קטלני,מתח;פעולה,91,1998,4.1,483,הארק טסואי,ז'אן קלוד ואן דאם;רוב שניידר;ללה רוצ'ון;פאול סורבינו;כרמן לי;וויימן וונג;גלן צ'ין
43749,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=43749,Human,אדם,דוקומנטרי,188,2015,8.8,699,יאנן ארט'וס-ברטרנד,
4529,http://www.torec.net/movies_subs.asp?p=15,http://www.torec.net/sub.asp?sub_id=4529,Cyborg,מכונת תופת,פעולה;מדע בדיוני,86,1989,4.3,"1,039",אלברט פיון,ז'אן קלוד ואן דאם;דבורה ריכטר;וינסנט קליין;אלכס דניאלס;דייל האדון;בלייס לונג;ראלף מוולר
