serialNum,search_url,url,name_eng,name,genres,length,year,imdb_score,downloads,producer,actors
41083,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=41083,Black Or White,שחור או לבן,דרמה,121,2014,6.4,"3,088",מייק ביינדר,קווין קוסטנר;אוקטביה ספנסר;ג'יליאן אסטאל;ביל בור;מפו קואו;אנתוני מקי;אנדר הולנד
40728,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=40728,American Sniper,צלף אמריקאי,ביוגרפיה;דרמה;פעולה,132,2014,7.4,"50,821",כלינט איסטווד אי,סלה סלה;מרנטה פטרסון;ג'ייד מהידי סנהאג'י;ג'ול למברט;לאונרד רוברטס;בראדלי קופר;סיינה מילר
40911,http://www.torec.net/movies_subs.asp?p=38,http://www.torec.net/sub.asp?sub_id=40911,The Wedding Ringer,שושבין להשכרה,קומדיה,101,2015,6.8,"12,481",ג'רמי גרליק,קווין הארט;ג'וש גאד;אפיון קרוקט;קלי כווקו-סויטינג;קלוריס ליכמן;ג'ורג' גארקיה;ג'ניפר לוויס
41093,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=41093,Coming Home,לחזור הביתה,דרמה;זר (מנדרין),109,2014,7.2,"5,646",ז'אנג יימו,דאומינג צ'ן;טאו גו;פיקי לו;לי גונג;באי קינג קסין;ג'יה-יי זהאנג;פנג זו
41116,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=41116,Jinn,שדים,מתח,97,2014,4.2,558,,
41140,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=41140,The Atticus Institute,מכון אטיקוס,אימה;דרמה;מתח,92,2015,5.4,940,,
40645,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=40645,Seventh Son,הבן השביעי,הרפתקאות;משפחה;פנטזיה,,2015,5.6,"13,344",סרגי בודרוב,ברנדה מקדונלד;ג'ף ברידג'ס;דג'ימון הונסו;ג'וליאן מור;אוליביה וויליאמס;ג'ייסון סקוט לי;טימותי וובר
40431,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=40431,The Loft,הדירה,מתח,108,2014,6.4,"11,295",אריק ואן לואי,רונה מיטרה;וונטוורת' מילר;רוברט וויסדום;גראהם בקל;קארל אורבן;רייצ'ל טיילור;לאורה קאיואט
41120,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=41120,Ex Machina,אקס מכינה,דרמה;מדע בדיוני,108,2015,8.1,"22,336",אלכס גרלנד,אלישיה ויקנדר;אוסקר אייזק;דוהנל גליסון;קורי ג'ונסון;דבורה רוסן;אלינה אלמינס;צ'אלסה לי
41128,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=41128,Batman Vs. Robin,באטמן נגד רובין,אנימציה;הרפתקאות;פעולה,80,2015,7,"1,907",ג'יי אוליב,קווין קונרוי;ג'רמי סיסטו;רובין אטקין דוונס;פיטר אונורטי;קאמר דה לוס רייס;ליסה אוטריז;שון מהר
40888,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=40888,The Boy Next Door,השכן ממול,מתח,91,2015,4.4,"9,233",רוב כהן,צ'ילי מו;ג'ניפר לופז;ג'ון קורבט;ראקל גרדנר;קריסטין צ'נוות';היל הארפר;טראביס שולדט
41126,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=41126,Kingsman: The Secret Service,קינגסמן: השירות החשאי,מתח;פעולה,129,2014,8.1,"39,169",מת'יו ווהן,קולין פירת';טרון אגרטון;סמואל ל. ג'קסון;סמנט'ה וומק;לאון סימנז;מייקל קיין;מארק האמיל
41148,http://www.torec.net/movies_subs.asp?p=37,http://www.torec.net/sub.asp?sub_id=41148,The Forger,הזייפן,דרמה;מתח;פשע,92,2014,5.6,"4,076",פיליפ מרטין,סאינטורה בדו;תרוויס ארון ווד;מרקוס תומאס;ג'ייקסון וויליאמס;אנוצ'-ג'וד דנקוה;דמיאן די פאולה;תורנר האגן
41228,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=41228,Hello Ladies: The Movie,הלו ליידיז: הסרט,קומדיה,85,2014,6.9,483,,
41147,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=41147,Run All Night,מרדף לילי,דרמה;פעולה;פשע,114,2015,6.9,"20,229",ג'יומי קולט סירה,גווין-קית' ומה;הארי ל סדון;אריאל ג'יימס איי;ג'יימס פ אנדרסון;וינסנט ד'אונופריו;ליאם ניסן;אד האריס
41243,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=41243,La Famille Belier,משפחת בלייה,"קומדיה;זר (ספרדית, צרפתית)",106,2014,7.3,"3,972",אריק לרטיגאו,קארין ויארד;פרנסואה דמיאן;אריק אלמוסנינו;לוויין אמרה;רוקסיין דורן;איליאן ברגלה;לוקה ג'לברג
41246,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=41246,The Identical,התאום,דרמה;מוזיקלי,107,2014,4.8,297,דוסטין מארקאלינו,ריי ליוטה;בלייק ראין;ארין קוטרל;ג'ו פנטוליאנו;בריאן גרגטי;אמנדה קרו;ג'י קארן תומס
41247,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=41247,Well Never Have Paris,לעולם לא תהיה לנו את פריז,קומדיה;רומנטיקה,92,2014,4.7,"1,100",,מלאני לינסקי;סיימון הלברג
40899,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=40899,Beyond The Reach,מעבר למרחב,מתח,95,2014,5.8,"2,067",,ג'רמי אירווין;מייקל דאגלאס
41250,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=41250,Search Party,משלחת חיפוש,קומדיה,93,2015,5.4,"1,451",,אליסון ברי;טי. ג'יי מילר;קריסטין ריטר;תומאס מידלדיטץ';שאנון וודוורד
41249,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=41249,Focus,פוקוס,דרמה;פשע;קומדיה;רומנטיקה,104,2015,6.6,"32,539","גלן פיקארה, ג'ון רקווה",פרנק מונטלאון איי;גריפ פורסט;דון יסו;כריס ברו אי;קייט אדאיר;וויל סמית';בידי וונג
40793,http://www.torec.net/movies_subs.asp?p=35,http://www.torec.net/sub.asp?sub_id=40793,Fifty Shades Of Grey,חמישים גוונים של אפור,דרמה;רומנטיקה,124,2015,4.2,"30,850",סם טיילור-ג'ונסון,קאלום קית' רני;ג'ניפר הייל;מרשה ג'יי הארדן;מקס מרטיני;ויקטור ראסוק;לוק גריימס;ג'יימי דורנן
41272,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41272,Qin Ai De,יקירי,"דרמה;זר (מנדרין, סינית)",130,2014,7.8,987,פיטר צ'אן,זאו ווי;בו האנג;דאוואי טונג;לאי האו;קיטי זאנג יוקי;גווקיאנג זהאנג;יי זהאנג וויי
41261,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41261,Beautiful & Twisted,יפה ומסובבת,דרמה;פשע;מתח,80,2015,6.3,"1,004",,רוב לאו;פאס וגה;קנדיס ברגן;ג'וד סיסולהלה
41266,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41266,Avis de mistral,החופשה שלי בפרובנס,דרמה;זר (צרפתית),105,2014,6.5,597,,ז'אן רנו
41273,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41273,Get Hard,נראה אותך אסיר,קומדיה,100,2015,6.2,"24,951",אטן קוהן,טי איי;דן בקאדהל;פול בן-ויקטור;וויל פארל;קווין הארט;ג'יימס מוסס בלאק;ברט ביובאי
41279,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41279,Miss Julie,מיס ג'ולי,,129,2014,5.8,673,,קולין פארל;ג'סיקה צ'סטיין;סמנתה מורטון
41281,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41281,The Intruders,הפולשים,מתח,92,2015,4.7,"1,057",,מירנדה קוסגרוב;דונאל לוג;אוסטין באטלר;טום סייזמור
41285,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41285,The Lazarus Effect,אפקט לזרוס,אימה;מתח,83,2015,5.2,"2,844",דוויד ג'לב אי,אוליביה וויילד;מארק דופלקס;דונלד גלובר;אבן פיטרס;סרה בולגר;ג'ניפר פלויד אי;ברונו גון
41282,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41282,Silenced,מושתקים,דרמה;זר (קוריאנית),125,2011,7.9,806,דונג היוק הוונג,יו-מי ג'ונג אי
41283,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41283,50 to 1,חסר סיכוי,דרמה,110,2014,6.7,"1,616",,
41291,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41291,Skin Trade,סחר בבני אדם,פעולה;פשע;מתח,96,2014,5.9,"2,098",,טוני ג'ה;דולף לונדגרן;מייקל ג'יי וייט;סלינה ג'ייד;רון פרלמן
42420,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42420,Blackhat,בלקהאט,דרמה;מיסתורין;מתח;פעולה;פשע,133,2015,5.4,"7,597",מייקל מאן,כריס המסוורת';ליהום וונג;ווי טנג;ויולה דייוויס;הולט מקקלאני;אנדי און;ריצ'י קוסטר
42429,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42429,The Longest Ride,אהבה למרחקים ארוכים,דרמה,139,2015,7.2,"7,372",ג'ורג' תילמן ג'וניור אי,אלה אוברון;פיטר ג'ורסיק;אש טיילור;טוד טרולי;אלן אלדה;לוליטה דוידוביץ';לוני בורצ'פילד
41284,http://www.torec.net/movies_subs.asp?p=34,http://www.torec.net/sub.asp?sub_id=41284,"McFarland, USA","מקפרלנד,ארה""ב",דרמה;ספורט,128,2015,7.5,"3,859",,קווין קוסטנר
42508,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42508,The Well,הבאר,אימה;מתח;פעולה,95,2014,5.3,"1,274",ת'ומאס ס האמוק,האלי לו ריצ'ארדסון;בובו סטוורט;מקס צ'ארלס;ניקול אריאנה פוקס;מיצ'אל ולץ';ג'ון גרייס;מייקל מאסי
42391,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42391,A Second Chance,הזדמנות נוספת,"דרמה;זר (שוודית, דנית)",102,2014,7,"1,517",סוזנה בייר,מולי בליקסט אגלינד;אולריך טומסון;ניקולאי לי קאס;ניקולאי קוסטר-וולדו;מריה בונווי;שרלוט פיץ';תומאס בו לארסן
40165,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=40165,My Old Lady,דירה בפריז,דרמה;קומדיה,107,2014,6.5,"1,434",איסראל הורוביץ,קווין קליין;מיצ'אל בורסטין;אלי ווג'מן;מגי סמית';רפהאל מווטיר;סופהי תוויטוו;דומיניק פינון
42453,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42453,In Your Eyes,רואה לך בעיניים,דרמה;קומדיה;רומנטיקה,105,2014,7.2,"1,152",,
42497,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42497,Happy Valley,האפי ואלי: סקנדל בנבחרת,דוקומנטרי;דרמה;ספורט,98,2015,7,166,,
14040,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=14040,Batoru Rowaiaru (Battle Royale),קרב מלכותי,דרמה;מתח;פעולה;זר (יפנית),114,2000,8,"1,126",קינג'י פוקסאקו,טצויה פוג'יוורה;אקי מאדס;טארו יאמוטו;שיאקי קוריאמה;סאוסוקי טקאוקה;טקאשי טסוקאמוטו;יוקיהירו קוטני
42509,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42509,Tom and Jerry: Spy Quest,טום וג'רי: מסע הריגול,אנימציה,72,2015,6.6,"3,237",,
42510,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42510,No Way Jose,"אין סיכוי, חוזה",קומדיה,97,2015,4.4,164,,אמילי אוסמנט;אדם גולדברג
41172,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41172,Maya The Bee Movie,הדבורה מאיה: הסרט,אנימציה;משפחה,79,2014,6,927,אלכסס סטאדרמן,נוח טיילור;ריצ'רד רוקסברג;מרים מרגוליס;אנדי מק'פי;קוסמה שיבה האגן;סנטיאגו זיסמר;קודי סמית מקפי
41170,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41170,The Marine 4: Moving Target,הנחת 4: מטרה בתנועה,פעולה;מתח,90,2015,5.2,"3,183",,מייק מיזאנין;ג'וש בלאקר;מתיו מק'קול;דניאלה מוינט
42526,http://www.torec.net/movies_subs.asp?p=32,http://www.torec.net/sub.asp?sub_id=42526,Cymbeline,סימבלין,דרמה,98,2014,4,638,,אית'ן הוק;אד האריס;מילה יובוביץ';ג'ון לגוויזאמו;פן בדג'לי;דקוטה ג'ונסון;אנטון ילצ'ין
41183,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41183,McCanick,השוטר,פשע;דרמה;מיסתורין,96,2013,4.7,631,,דייוויד מורס;קורי מונטית';מייק ווגל;רייצ'ל ניקולס
41187,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41187,Cut Bank,קאט בנק,דרמה;מתח,93,2014,6.1,"1,693",,ליאם המסוורת';תרזה פלמר;בילי בוב תורנטון;ג'ון מלקוביץ;מייקל סטולברג;אוליבר פלאט
41195,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41195,Project Almanac,בחזרה לאתמול,מדע בדיוני;מתח,106,2014,6.3,"5,900",דין ישראלייט,מכסן לינץ;ואלרי רוגרס;ג'וני ווסטון;פטריק ג'ונסון;ג'סי קינדרד;סם לרנר אי;טיילור מקפרסון
41202,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41202,The DUFF,#מתוייגת,קומדיה,101,2015,6.8,"8,648",ארי סאנדל,מאי ויטמן;רומני מלכו;קן ג'ונג;רובי אמל;כריס ווילד;בלה ת'ורן;בנג'מין דוויס
41171,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41171,Human Capital,הון אנושי,דרמה;זר (איטלקית),111,2013,7.4,"3,109",פולו ווירזי,פבריציו בנטיווליו;מתילדה ג'ולי;ולריה ברוני טדסקי;גוגליאלמו פינלי;פבריציו גיפיני;גיגיו אלברטי;ולריה גולינו
40245,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=40245,Time Lapse,קפיצה בזמן,מדע בדיוני;מתח,104,2014,6.4,"4,480",ברדלי קינג איי,דניאל פנאבייקר;מתיו אולרי;ג'ורג' פין אי;אמין ג'וסף;ג'ייסון ספיסק;דויד פיגליולי;שרון מוגאן
41216,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41216,Before I Disappear,לפני שאעלם,דרמה,93,2014,7.2,411,שאון כריסטנסן,שאון כריסטנסן;פטימה פטכק;אמי רוסום;פול ווסלי;רון פרלמן;ריצ'רד שיף;ג'וסף פרינו
41197,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41197,Chappie,צ'אפי,מתח;פעולה,120,2015,7.1,"15,782",ניל בלומקאמפ,יו ג'קמן;סיגורני וויבר;חוזה פבלו קנטילו;קווין אוטו;גרים דופי;מירנדה פריגון;דב פאטל
41180,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41180,Testament of Youth,צוואת נעורים,ביוגרפיה;דרמה;היסטוריה,129,2014,7.2,"7,744",,אמילי ווטסון;קולין מורגן;ג'ואנה סקנלן;מירנדה ריצ'רדסון
41209,http://www.torec.net/movies_subs.asp?p=36,http://www.torec.net/sub.asp?sub_id=41209,Unfinished Business,עסקים לא גמורים,In English: Unfinished Businessקומדיה,91,2015,5.2,"6,190",קן סקוט,וינס וון;טום וילקינסון;דייב פרנקו;ג'יל פונק;דוויד כ בונרס;דוויד אקינלוי;דאניס אואסטריץ';הידי פהיליפסן;מארק זווינז;ג'פרי קורזיני
41292,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=41292,Persecuted,הנרדף,פעולה;דרמה;מיסתורין,91,2014,3.6,395,,
41293,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=41293,Mortdecai,צ'ארלי מורדכי,פעולה;קומדיה,105,2015,5.5,"6,449",דייויד קופ,וסטין ליון;ריצ'ארד הרדמן;אנטי האקלה איי;גווינת' פאלטרו;יואן מקגרגור;ג'וני דפ;פול בטאני
41307,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=41307,The Gunman,מתנקש על הכוונת,דרמה;פעולה;פשע,115,2015,5.6,"8,866",פיאר מוראל,חוויאר בארדם;ג'ד רוט'-רוונד;שון פן;ריי ווינסטון;אידריס אלבה;מרק רילנס;ג'סמין טרינקה
41349,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=41349,Winter Sleep,שנת החורף,דרמה80;100,196,2014,8.4,"2,568",,
41323,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=41323,Slow West,מערב איטי,מערבון;מתח;פעולה,84,2015,7.1,"1,516",,
41350,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=41350,Jimmy P.,ג'ימי פיקארד,דרמה,117,2013,6,425,ארנוד דספלצ'ין,בניסיו דל טורו;מתיו אמלריק;ג'ינה מקקי;לארי פיין;ג'וזף קרוס;גרי פרמר;מישל טרוש
41352,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=41352,The Second Best Exotic Marigold Hotel,מלון מריגולד האקזוטי השני,דרמה;קומדיה,122,2015,6.7,"2,073",ג'ון מאדן,רג'ש תאילנג;מגי סמית';ריצ'רד גיר;ג'ודי דנץ';דיוויד סטארטיירן;ביל ניי;ססיל אימרי
42366,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=42366,We Were Here,אנחנו היינו כאן,דוקומנטרי,90,2011,8,146,דיוויד וויסמן,כליב ג'ונס
41356,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=41356,Woman In Gold,האישה בזהב,דרמה,109,2015,7.4,"5,949",סימון כורטיס אי,צ'ארלס דאנס;קייטי הולמס;ג'ונתן פרייס;פרנסיס פישר;אלן קורדונר;ריאן ריינולדס;מוריץ בלייבטראו
42390,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=42390,Paper Planes,מטוסי נייר,משפחה,96,2014,6.3,909,,
42394,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=42394,Home,בית,אנימציה;הרפתקאות;פנטזיה,94,2015,6.8,"9,043",תים ג'ונסון ו,ג'ים פרסונס;ריהאנה;ג'ניפר לופז;מאט ג'ונס;סטיב מרטין
42396,http://www.torec.net/movies_subs.asp?p=33,http://www.torec.net/sub.asp?sub_id=42396,Danny Collins,דני קולינס,דרמה;מוזיקלי;קומדיה,106,2015,7.1,"5,566",דן פוגלמן,אל פאצ'ינו;כריסטופר פלאמר;ג'ניפר גארנר;אנט בנינג;בובי קנווייל;ג'וש פק;רון בוטיטה
42704,http://www.torec.net/movies_subs.asp?p=30,http://www.torec.net/sub.asp?sub_id=42704,Iris,איריס,ביוגרפיה;דוקומנטרי;היסטוריה,80,2014,6.4,222,,
42669,http://www.torec.net/movies_subs.asp?p=30,http://www.torec.net/sub.asp?sub_id=42669,Aloha,אלוהה,דרמה;קומדיה;רומנטיקה,105,2015,5.4,"9,676",קמרון קרואו,ביל מארי;איבאנה מיליצ'ביץ';אלק בולדווין;ג'יי ברושל;רייצ'ל מקאדמס;בראדלי קופר;ג'ון קרסינסקי
41211,http://www.torec.net/movies_subs.asp?p=30,http://www.torec.net/sub.asp?sub_id=41211,Mad Max: Fury Road,מקס הזועם: כביש הזעם,הרפתקאות;מדע בדיוני;פעולה,120,2015,8.7,"68,819",ג'ורג' מילר,ניקולס הולט;שרליז ת'רון;ג'ון האורד;יו קיז-ביירן;נייתן ג'ונס;טום הארדי;מליסה ג'פר
42747,http://www.torec.net/movies_subs.asp?p=30,http://www.torec.net/sub.asp?sub_id=42747,While We're Young,כשנהיה צעירים,דרמה;קומדיה,97,2014,6.4,"2,568",נוח באומבאך,בן סטילר;נעמי ווטס;בראדי קורבט;אמנדה סייפריד;קנדיס קוק;טוד רוהל;מריה דיזיה
42734,http://www.torec.net/movies_subs.asp?p=30,http://www.torec.net/sub.asp?sub_id=42734,Pitch Perfect 2,פיץ' פרפקט 2,מוזיקלי;קומדיה,115,2015,6.7,"6,623",אליזבת בנקס,אליזבת בנקס;ג'ון מייקל היגינס;בריטני סנואו;קייטי סיגל;ריצ'י מונטגומרי;גרלן בריאנט בנקס;שון קרטר פיטרסון
40631,http://www.torec.net/movies_subs.asp?p=30,http://www.torec.net/sub.asp?sub_id=40631,Backcountry,בלב היער,אימה;דרמה;מתח,92,2014,6.3,"4,775",אדם מקדונלד,אריק בלפור;מיסי פרגרים;ניקולאס קמבל;ג'ף רוף אי;מלאני מולן אי;אשלי נאי
42754,http://www.torec.net/movies_subs.asp?p=30,http://www.torec.net/sub.asp?sub_id=42754,Jarhead 2: Field Of Fire,ג'ארהד 2 : שדה של אש,מלחמה;פעולה,103,2014,5.5,"1,748",,
42365,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42365,The Road Within,מסע משוגע,דרמה;קומדיה,100,2014,7,"2,519",גרן וולס,רוברט שיהאן;דב פטל;זואי קרביץ'
42537,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42537,Demonic,בית האימה,אימה;מתח,83,2015,5.3,"1,433",,
42543,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42543,Far From The Madding Crowd,הרחק מההמון הסואן,דרמה,119,2015,7.2,"5,343",תומאס וינטרברג,מייקל שין;קארי מאליגן;ג'ונו טמפל;טום סטארידג';מתיאס שואנארטס;ג'סיקה בארדן;ריצ'ארד דיקסון
42549,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42549,Reach Me,גע בי,דרמה,95,2014,4.9,269,ג'ון הרצפלד,לורן כהן;קירה סדג'וויק;תומאס ג'יין;קווין קונולי;תום שיזמור;עומרי הארדוויק;דוויד או'הארה
42550,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42550,5 Flights Up,ניו-יורק סיפור אהבה,דרמה,92,2014,6.1,"1,990",ריצ'רד לונקריין,אוגן לאון;מרים שור;מורגן פרימן;דיאן קיטון;ג'וש פאיס;סינתיה ניקסון;חני פורסטנברג
40797,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=40797,Furious 7,מהיר ועצבני 7,מתח;פעולה;פשע,137,2015,8.1,"67,834",ג'יימס וואן,רונדה ראוזי;קורט ראסל;דג'ימון הונסו;פול ווקר;מישל רודריגז;ג'ייסון סטיית'ם;דוויין ג'ונסון
40711,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=40711,Insurgent,מורדים,הרפתקאות;מדע בדיוני;פעולה,119,2015,7,"42,199",רוברט שוונטק,גרגורי פארס;קלי ברוק מקכלינסי;בראד ואבר איי;לינדסי לרוס;קייט ווינסלט;נעמי ווטס;מקי פייפר
42573,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42573,Child 44,ילד 44,דרמה;מתח,137,2015,6.4,"7,965",דניאל אספינוזה,וינסנט קאסל;צ'ארלס דאנס;גארי אולדמן;סאם ספרואל;פאדי קונסידין;טרה פיטזגרלד;טום הארדי
42582,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42582,Effie Gray,סיפורה של אפי גריי,דרמה,104,2014,5.8,293,,
42593,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42593,Hot Pursuit,מרדף לוהט,פעולה;קומדיה,87,2015,4.9,"9,361",אן פלטשר,ריס ווית'רספון;ג'ון קרול לינץ';מרכוס לייל בראון;ווינסנט לארסקה;ריצ'ארד טי ג'ונס;דייוויד ג'נסן;סופיה ורגרה
40609,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=40609,Frozen Fever,קדחת הקרח,אנימציה;הרפתקאות;פנטזיה;סרט קצר;קומדיה,8,2015,7.6,"16,187","כריס באק, ג'ניפר לי קסקסקס",אידינה מנזל;קריסטן בל;ג'וש גאד;ג'ונתן גרוף
42612,http://www.torec.net/movies_subs.asp?p=31,http://www.torec.net/sub.asp?sub_id=42612,Barely Lethal,משימה סוף,הרפתקאות;פעולה;קומדיה,96,2015,5.2,"8,274",קיילי ניומן,סמואל ל ג'קסון;רייצ'ל האריס;סטיב או;ג'סיקה אלבה;תום בישופ;רוב הב'ל;אלכסנדרה קרוסני
42703,http://www.torec.net/movies_subs.asp?p=29,http://www.torec.net/sub.asp?sub_id=42703,La French,הצרפתי,מתח;פעולה;פשע;זר (צרפתית),135,2014,7.1,"2,121",סדריק ג'ימנז,ג'ין דוג'ארדין;ג'ילס לולש;כלין סלט;מלאני דווטי;בנואה אג'ימל;גוילום גוויקס;ברונו טודסצ'יני
42757,http://www.torec.net/movies_subs.asp?p=29,http://www.torec.net/sub.asp?sub_id=42757,Tale of Tales,אגדת האגדות,פנטזיה;רומנטיקה,125,2015,6.6,"2,995",,סלמה הייק;ונסן קאסל;טובי ג'ונס;ג'ון סי. ריילי;שירלי הנדרסון
42779,http://www.torec.net/movies_subs.asp?p=29,http://www.torec.net/sub.asp?sub_id=42779,Poltergeist,פולטרגייסט,אימה;מתח,93,2015,5,"4,875",גיל קינן,סאם רוקוול;ג'יין אדמס;רוזמרי דוויט;ג'יירד האריס;לא לופס;סקסון שארבינו;קיל קת'לט
42587,http://www.torec.net/movies_subs.asp?p=29,http://www.torec.net/sub.asp?sub_id=42587,Fort Bliss,פורט בליס (חובשת קרבית),דרמה;מלחמה,116,2014,6.3,"2,548",קלודיה מאיירס,עמנואל שריקי;מישל מונהאן;דאש מיהוק;ג'ון סאבאג';פבלו שרייבר;מאנולוב קרדונה;ג'יבנגה אקינגבה
42783,http://www.torec.net/movies_subs.asp?p=29,http://www.torec.net/sub.asp?sub_id=42783,The Cut,החתך,דרמה;היסטוריה,138,2014,6.1,253,,
42784,http://www.torec.net/movies_subs.asp?p=29,http://www.torec.net/sub.asp?sub_id=42784,Broken Horses,נאמנות ללא גבולות,פעולה;פשע;דרמה,101,2015,5.7,406,,אנטון ילצ'ין;כריס מרקט;וינסנט ד'אונופריו;מריה ולברד;תומאס ג'יין
